,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,decision,match
7549,female,23.0,32.0,European,European,1,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,4.0,5.0,8.0,8.0,8.0,6.0,7.0,0,0
7550,female,23.0,22.0,European,European,1,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,4.0,4.0,7.0,6.0,8.0,3.0,3.0,0,0
7551,female,23.0,24.0,European,European,1,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,4.0,5.0,8.0,9.0,7.0,3.0,7.0,0,0
7552,female,23.0,23.0,European,Asian,0,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,4.0,5.0,8.0,5.0,8.0,4.0,5.0,0,0
7555,female,23.0,23.0,European,Asian,0,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,5.0,5.0,7.0,8.0,7.0,4.0,5.0,0,0
7559,female,23.0,30.0,European,European,1,8.0,5.0,Nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,0,0
7564,female,27.0,25.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,0,0
7565,female,27.0,26.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,3.0,8.0,7.0,3.0,6.0,6.0,3.0,0,0
7567,female,27.0,24.0,Asian,Other,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,5.0,8.0,7.0,5.0,6.0,6.0,4.0,0,0
7568,female,27.0,23.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,10.0,10.0,10.0,9.0,5.0,6.0,8.0,1,1
7569,female,27.0,29.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1,1
7570,female,27.0,22.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,1,0
7571,female,27.0,32.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,1,0
7572,female,27.0,22.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,0,0
7573,female,27.0,24.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0,0
7574,female,27.0,23.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,7.0,6.0,6.0,6.0,4.0,1,1
7575,female,27.0,23.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,0,0
7576,female,27.0,24.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,5.0,8.0,7.0,7.0,7.0,6.0,6.0,0,0
7577,female,27.0,23.0,Asian,Asian,1,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,5.0,7.0,6.0,7.0,6.0,6.0,4.0,0,0
7579,female,27.0,30.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,0,0
7580,female,27.0,30.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,9.0,7.0,6.0,7.0,6.0,6.0,0,0
7581,female,27.0,30.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,0,0
7582,female,27.0,28.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,1,1
7583,female,27.0,30.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,4.0,7.0,7.0,7.0,7.0,6.0,4.0,0,0
7584,female,27.0,27.0,Asian,Black,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,1,1
7585,female,27.0,25.0,Asian,European,0,9.0,3.0,Biochemistry & Molecular Biophysics,58.0,5.0,8.0,10.0,7.0,12.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,1,1
7586,female,30.0,25.0,Latino,Asian,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,3.0,7.0,8.0,6.0,5.0,4.0,4.0,0,0
7587,female,30.0,26.0,Latino,Asian,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,5.0,8.0,7.0,5.0,6.0,3.0,8.0,0,0
7589,female,30.0,24.0,Latino,Other,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,0,0
7590,female,30.0,23.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,2.0,4.0,8.0,6.0,8.0,5.0,5.0,0,0
7592,female,30.0,22.0,Latino,Asian,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,5.0,4.0,6.0,5.0,4.0,3.0,4.0,0,0
7593,female,30.0,32.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,7.0,7.0,8.0,5.0,6.0,1,0
7595,female,30.0,24.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,5.0,4.0,3.0,6.0,5.0,4.0,6.0,0,0
7596,female,30.0,23.0,Latino,Asian,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,4.0,9.0,8.0,6.0,7.0,2.0,5.0,0,0
7598,female,30.0,24.0,Latino,Asian,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,5.0,4.0,3.0,2.0,1.0,6.0,4.0,0,0
7600,female,30.0,24.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,0
7601,female,30.0,30.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,5.0,5.0,7.0,7.0,5.0,4.0,6.0,0,0
7602,female,30.0,30.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,6.0,5.0,8.0,5.0,5.0,7.0,5.0,0,0
7603,female,30.0,30.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,7.0,4.0,6.0,5.0,6.0,3.0,4.0,1,0
7605,female,30.0,30.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,6.0,4.0,5.0,4.0,5.0,3.0,4.0,0,0
7606,female,30.0,27.0,Latino,Black,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,0,0
7607,female,30.0,25.0,Latino,European,0,1.0,1.0,Acting,15.0,20.0,20.0,20.0,5.0,10.0,6.0,5.0,4.0,3.0,6.0,5.0,3.0,0,0
7619,female,23.0,23.0,European,Asian,0,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,7.0,9.0,9.0,7.0,10.0,2.0,5.0,0,0
7621,female,23.0,23.0,European,Asian,0,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,5.0,8.0,8.0,7.0,4.0,2.0,4.0,0,0
7622,female,23.0,24.0,European,European,1,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,7.0,7.0,4.0,6.0,5.0,1.0,5.0,0,0
7626,female,23.0,28.0,European,European,1,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,1,1
7627,female,23.0,30.0,European,European,1,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,5.0,8.0,8.0,9.0,8.0,2.0,7.0,1,1
7629,female,23.0,25.0,European,European,1,2.0,1.0,Theater,20.0,25.0,25.0,30.0,5.0,5.0,8.0,7.0,6.0,7.0,7.0,2.0,6.0,1,0
7630,female,26.0,25.0,European,Asian,0,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,1.0,8.0,8.0,2.0,8.0,2.0,6.0,0,0
7631,female,26.0,26.0,European,Asian,0,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,2.0,8.0,8.0,2.0,8.0,2.0,6.0,0,0
7633,female,26.0,24.0,European,Other,0,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,2.0,6.0,0,0
7634,female,26.0,23.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,4.0,4.0,8.0,4.0,8.0,4.0,6.0,0,0
7638,female,26.0,22.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,0,0
7640,female,26.0,23.0,European,Asian,0,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,6.0,0,0
7643,female,26.0,23.0,European,Asian,0,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,4.0,4.0,7.0,6.0,5.0,1.0,6.0,0,0
7644,female,26.0,24.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,0,0
7645,female,26.0,30.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,6.0,5.0,8.0,5.0,8.0,6.0,6.0,0,0
7646,female,26.0,30.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,0,0
7647,female,26.0,30.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,6.0,7.0,8.0,5.0,7.0,6.0,6.0,0,0
7648,female,26.0,28.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,6.0,8.0,7.0,6.0,7.0,5.0,6.0,0,0
7649,female,26.0,30.0,European,European,1,8.0,9.0,Education Policy,40.0,5.0,30.0,15.0,5.0,5.0,6.0,8.0,8.0,6.0,8.0,5.0,6.0,0,0
7652,female,28.0,25.0,Other,Asian,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,6.0,7.0,7.0,5.0,5.0,3.0,7.0,0,0
7653,female,28.0,26.0,Other,Asian,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,4.0,6.0,6.0,4.0,6.0,7.0,7.0,0,0
7654,female,28.0,26.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,6.0,5.0,5.0,6.0,6.0,3.0,4.0,0,0
7655,female,28.0,24.0,Other,Other,1,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,5.0,6.0,8.0,4.0,6.0,4.0,4.0,0,0
7656,female,28.0,23.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,1,0
7660,female,28.0,22.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0,0
7661,female,28.0,24.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,0,0
7662,female,28.0,23.0,Other,Asian,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,4.0,7.0,7.0,5.0,6.0,6.0,6.0,1,0
7663,female,28.0,23.0,Other,Asian,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,7.0,7.0,6.0,5.0,6.0,4.0,6.0,0,0
7664,female,28.0,24.0,Other,Asian,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,0,0
7665,female,28.0,23.0,Other,Asian,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,5.0,8.0,7.0,5.0,5.0,7.0,6.0,1,0
7666,female,28.0,24.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,4.0,6.0,6.0,7.0,5.0,5.0,7.0,1,0
7668,female,28.0,30.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,0,0
7669,female,28.0,30.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,0,0
7670,female,28.0,28.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,7.0,7.0,7.0,8.0,5.0,6.0,7.0,1,0
7671,female,28.0,30.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,0,0
7672,female,28.0,27.0,Other,Black,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
7673,female,28.0,25.0,Other,European,0,2.0,1.0,Social Work,25.0,15.0,25.0,15.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0,0
7674,female,26.0,25.0,European,Asian,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,0,0
7675,female,26.0,26.0,European,Asian,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,9.0,8.0,5.0,9.0,3.0,7.0,0,0
7677,female,26.0,24.0,European,Other,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,1,1
7678,female,26.0,23.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,9.0,9.0,6.0,8.0,1,1
7679,female,26.0,29.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,1,0
7680,female,26.0,22.0,European,Asian,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0
7681,female,26.0,32.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,9.0,9.0,10.0,10.0,8.0,8.0,1,1
7682,female,26.0,22.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,0,0
7683,female,26.0,24.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
7684,female,26.0,23.0,European,Asian,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,8.0,8.0,8.0,5.0,7.0,0,0
7685,female,26.0,23.0,European,Asian,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,6.0,5.0,6.0,6.0,8.0,5.0,5.0,0,0
7686,female,26.0,24.0,European,Asian,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,1,0
7688,female,26.0,24.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,7.0,8.0,6.0,6.0,8.0,1,1
7690,female,26.0,30.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,1,0
7691,female,26.0,30.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,9.0,7.0,8.0,9.0,8.0,6.0,8.0,1,1
7693,female,26.0,30.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,1,1
7694,female,26.0,27.0,European,Black,0,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,1,1
7695,female,26.0,25.0,European,European,1,3.0,1.0,Social Work,10.0,30.0,20.0,15.0,15.0,10.0,9.0,7.0,7.0,8.0,8.0,6.0,7.0,1,0
7696,female,22.0,25.0,European,Asian,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,5.0,9.0,9.0,6.0,7.0,5.0,5.0,0,0
7697,female,22.0,26.0,European,Asian,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,2.0,9.0,9.0,3.0,9.0,3.0,5.0,0,0
7698,female,22.0,26.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,5.0,8.0,9.0,7.0,8.0,7.0,8.0,1,0
7699,female,22.0,24.0,European,Other,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,6.0,9.0,8.0,6.0,8.0,5.0,6.0,0,0
7700,female,22.0,23.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,8.0,9.0,9.0,8.0,6.0,3.0,7.0,0,0
7701,female,22.0,29.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,5.0,6.0,5.0,5.0,7.0,4.0,5.0,0,0
7702,female,22.0,22.0,European,Asian,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,6.0,8.0,9.0,9.0,7.0,7.0,8.0,1,0
7704,female,22.0,22.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,6.0,4.0,8.0,10.0,7.0,8.0,8.0,1,1
7705,female,22.0,24.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,5.0,9.0,8.0,7.0,8.0,6.0,6.0,0,0
7706,female,22.0,23.0,European,Asian,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,5.0,9.0,9.0,6.0,9.0,5.0,7.0,0,0
7708,female,22.0,24.0,European,Asian,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,6.0,7.0,8.0,6.0,7.0,5.0,5.0,0,0
7710,female,22.0,24.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,10.0,8.0,8.0,8.0,9.0,7.0,8.0,1,1
7711,female,22.0,30.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,10.0,8.0,9.0,9.0,7.0,8.0,9.0,1,1
7712,female,22.0,30.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,7.0,9.0,9.0,7.0,8.0,7.0,7.0,1,0
7715,female,22.0,30.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,7.0,8.0,7.0,5.0,7.0,4.0,1.0,0,0
7716,female,22.0,27.0,European,Black,0,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,3.0,9.0,7.0,3.0,5.0,3.0,5.0,0,0
7717,female,22.0,25.0,European,European,1,3.0,6.0,Law,10.0,20.0,15.0,20.0,15.0,20.0,8.0,9.0,9.0,7.0,6.0,7.0,7.0,1,0
7718,female,27.0,25.0,Asian,Asian,1,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,4.0,5.0,7.0,4.0,7.0,6.0,4.0,1,0
7719,female,27.0,26.0,Asian,Asian,1,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,1.0,9.0,9.0,1.0,6.0,8.0,4.0,1,1
7722,female,27.0,23.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,2.0,3.0,10.0,4.0,7.0,8.0,5.0,1,0
7723,female,27.0,29.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,6.0,7.0,7.0,7.0,9.0,6.0,7.0,1,0
7724,female,27.0,22.0,Asian,Asian,1,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,4.0,2.0,6.0,4.0,6.0,8.0,4.0,0,0
7726,female,27.0,22.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,3.0,4.0,6.0,5.0,7.0,6.0,4.0,1,0
7727,female,27.0,24.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,2.0,6.0,7.0,2.0,5.0,4.0,4.0,0,0
7728,female,27.0,23.0,Asian,Asian,1,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,4.0,7.0,8.0,5.0,7.0,10.0,7.0,1,0
7730,female,27.0,24.0,Asian,Asian,1,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
7731,female,27.0,23.0,Asian,Asian,1,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,1,1
7732,female,27.0,24.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,3.0,2.0,4.0,5.0,7.0,4.0,5.0,1,0
7733,female,27.0,30.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,8.0,3.0,7.0,6.0,8.0,6.0,6.0,1,0
7734,female,27.0,30.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,5.0,4.0,8.0,5.0,7.0,8.0,5.0,1,0
7736,female,27.0,28.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,7.0,6.0,8.0,8.0,8.0,3.0,7.0,1,0
7737,female,27.0,30.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,2.0,2.0,9.0,2.0,7.0,1.0,2.0,0,0
7738,female,27.0,27.0,Asian,Black,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,8.0,5.0,7.0,10.0,7.0,8.0,8.0,1,0
7739,female,27.0,25.0,Asian,European,0,3.0,2.0,Education,10.0,25.0,20.0,20.0,5.0,20.0,7.0,2.0,6.0,5.0,8.0,3.0,7.0,1,0
7740,female,25.0,25.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,5.0,9.0,9.0,7.0,7.0,5.0,7.0,1,1
7741,female,25.0,26.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,3.0,9.0,9.0,5.0,7.0,3.0,4.0,1,1
7743,female,25.0,24.0,Asian,Other,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,5.0,7.0,8.0,7.0,8.0,6.0,5.0,1,1
7744,female,25.0,23.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,7.0,9.0,8.0,9.0,7.0,7.0,8.0,1,1
7745,female,25.0,29.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,7.0,8.0,7.0,7.0,7.0,5.0,5.0,1,1
7746,female,25.0,22.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,1,0
7747,female,25.0,32.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,4.0,9.0,9.0,7.0,8.0,4.0,7.0,1,1
7748,female,25.0,22.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,8.0,9.0,9.0,9.0,8.0,7.0,1,1
7749,female,25.0,24.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,4.0,9.0,4.0,7.0,8.0,4.0,6.0,1,0
7750,female,25.0,23.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,5.0,9.0,9.0,7.0,7.0,6.0,5.0,0,0
7751,female,25.0,23.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,8.0,9.0,6.0,8.0,6.0,6.0,1,1
7752,female,25.0,24.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,8.0,8.0,7.0,7.0,7.0,6.0,1,0
7753,female,25.0,23.0,Asian,Asian,1,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,9.0,8.0,8.0,7.0,6.0,7.0,1,0
7755,female,25.0,30.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,8.0,8.0,9.0,8.0,8.0,7.0,5.0,1,1
7756,female,25.0,30.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,1,1
7757,female,25.0,30.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,8.0,6.0,7.0,7.0,7.0,4.0,6.0,1,1
7758,female,25.0,28.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,9.0,7.0,7.0,7.0,4.0,6.0,1,1
7759,female,25.0,30.0,Asian,European,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,7.0,8.0,7.0,8.0,5.0,6.0,1,1
7760,female,25.0,27.0,Asian,Black,0,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,6.0,9.0,8.0,6.0,7.0,7.0,6.0,1,0
7762,female,24.0,25.0,European,Asian,0,2.0,8.0,Public Health,10.0,15.0,30.0,20.0,15.0,10.0,6.0,9.0,9.0,5.0,8.0,7.0,5.0,0,0
7765,female,24.0,24.0,European,Other,0,2.0,8.0,Public Health,10.0,15.0,30.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,9.0,6.0,6.0,0,0
